Material,Date,Cost (kg)
PLA,2021-11-06 16:30:00,$15.2
ABS,2021-11-06 16:45:00,$26.4
ABS,2021-11-06 17:00:00,$32.2
ABS,2021-11-06 17:15:00,$24.0
ABS,2021-11-06 17:30:00,$30.0
ABS,2021-11-06 17:45:00,$17.8
ABS,2021-11-06 18:00:00,$33.8
PLA,2021-11-06 18:15:00,$8.2
ABS,2021-11-06 18:30:00,$21.0
ABS,2021-11-06 18:45:00,$19.8
PLA,2021-11-06 19:00:00,$7.6
ABS,2021-11-06 19:15:00,$29.2
PLA,2021-11-06 19:30:00,$7.4
PLA,2021-11-07 10:00:00,$16.2
PLA,2021-11-07 10:15:00,$9.8
ABS,2021-11-07 10:30:00,$19.2
ABS,2021-11-07 10:45:00,$19.8
ABS,2021-11-07 11:00:00,$23.8
ABS,2021-11-07 11:15:00,$25.6
ABS,2021-11-07 11:30:00,$22.0
PLA,2021-11-07 11:45:00,$15.2
ABS,2021-11-07 12:00:00,$19.6
PLA,2021-11-07 12:15:00,$16.4
ABS,2021-11-07 12:30:00,$25.4
ABS,2021-11-07 12:45:00,$24.4
ABS,2021-11-07 13:00:00,$18.8
ABS,2021-11-07 13:15:00,$28.6
ABS,2021-11-07 13:30:00,$17.6
ABS,2021-11-07 13:45:00,$30.2
ABS,2021-11-07 14:00:00,$32.8
ABS,2021-11-07 14:15:00,$26.4
ABS,2021-11-07 14:30:00,$22.6
ABS,2021-11-07 14:45:00,$32.8
ABS,2021-11-07 15:00:00,$27.0
ABS,2021-11-07 15:15:00,$30.0
ABS,2021-11-07 15:30:00,$26.2
ABS,2021-11-07 15:45:00,$27.4
ABS,2021-11-07 16:00:00,$25.2
ABS,2021-11-07 16:15:00,$28.0
ABS,2021-11-07 16:30:00,$40.6
ABS,2021-11-07 16:45:00,$20.0
ABS,2021-11-07 17:00:00,$31.6
ABS,2021-11-07 17:15:00,$42.4
ABS,2021-11-07 17:30:00,$32.2
ABS,2021-11-07 17:45:00,$36.0
ABS,2021-11-07 18:00:00,$22.6
ABS,2021-11-07 18:15:00,$42.8
ABS,2021-11-07 18:30:00,$30.8
ABS,2021-11-07 18:45:00,$32.0
ABS,2021-11-07 19:00:00,$20.4
ABS,2021-11-07 19:15:00,$17.6
PLA,2021-11-08 09:45:00,$5.2
ABS,2021-11-08 10:00:00,$21.0
ABS,2021-11-08 10:15:00,$23.0
ABS,2021-11-08 10:30:00,$21.2
ABS,2021-11-08 10:45:00,$40.4
ABS,2021-11-08 11:00:00,$30.4
ABS,2021-11-08 11:15:00,$33.0
ABS,2021-11-08 11:30:00,$31.6
ABS,2021-11-08 11:45:00,$35.2
ABS,2021-11-08 12:00:00,$27.2
ABS,2021-11-08 12:15:00,$26.4
ABS,2021-11-08 12:30:00,$28.8
ABS,2021-11-08 12:45:00,$24.8
ABS,2021-11-08 13:00:00,$26.0
ABS,2021-11-08 13:15:00,$30.6
ABS,2021-11-08 13:30:00,$21.4
ABS,2021-11-08 13:45:00,$31.6
ABS,2021-11-08 14:00:00,$31.0
ABS,2021-11-08 14:15:00,$37.0
ABS,2021-11-08 14:30:00,$27.4
ABS,2021-11-08 14:45:00,$33.0
ABS,2021-11-08 15:00:00,$42.8
ABS,2021-11-08 15:15:00,$33.0
ABS,2021-11-08 15:30:00,$26.6
ABS,2021-11-08 15:45:00,$28.6
ABS,2021-11-08 16:00:00,$23.2
ABS,2021-11-08 16:15:00,$21.4
ABS,2021-11-08 16:30:00,$31.2
ABS,2021-11-08 16:45:00,$33.2
ABS,2021-11-08 17:00:00,$26.4
ABS,2021-11-08 17:15:00,$44.6
ABS,2021-11-08 17:30:00,$37.2
ABS,2021-11-08 17:45:00,$31.2
ABS,2021-11-08 18:00:00,$37.6
ABS,2021-11-08 18:15:00,$33.4
ABS,2021-11-08 18:30:00,$25.0
ABS,2021-11-08 18:45:00,$27.2
ABS,2021-11-08 19:00:00,$31.6
ABS,2021-11-08 19:15:00,$25.4
ABS,2021-11-08 19:30:00,$26.6
PLA,2021-11-08 19:45:00,$6.8
PLA,2021-11-12 10:00:00,$8.2
PLA,2021-11-12 10:15:00,$14.4
ABS,2021-11-12 10:30:00,$20.4
PLA,2021-11-12 10:45:00,$14.2
ABS,2021-11-12 11:00:00,$22.6
PLA,2021-11-12 11:15:00,$15.2
PLA,2021-11-12 11:30:00,$16.0
ABS,2021-11-12 11:45:00,$23.4
ABS,2021-11-12 12:00:00,$27.8
PLA,2021-11-12 12:15:00,$14.4
ABS,2021-11-12 12:30:00,$28.6
ABS,2021-11-12 12:45:00,$31.4
PLA,2021-11-12 13:00:00,$12.0
ABS,2021-11-12 13:15:00,$18.6
ABS,2021-11-12 13:30:00,$20.6
PLA,2021-11-12 13:45:00,$10.2
PLA,2021-11-12 14:00:00,$15.4
PLA,2021-11-12 14:15:00,$16.8
ABS,2021-11-12 14:30:00,$22.6
ABS,2021-11-12 14:45:00,$18.2
ABS,2021-11-12 15:00:00,$17.4
PLA,2021-11-12 15:15:00,$16.6
ABS,2021-11-12 15:30:00,$23.8
ABS,2021-11-12 15:45:00,$29.6
ABS,2021-11-12 16:00:00,$26.2
ABS,2021-11-12 16:15:00,$25.0
ABS,2021-11-12 16:30:00,$28.6
ABS,2021-11-12 16:45:00,$23.0
ABS,2021-11-12 17:00:00,$25.6
ABS,2021-11-12 17:15:00,$29.2
ABS,2021-11-12 17:30:00,$30.4
ABS,2021-11-12 17:45:00,$33.6
ABS,2021-11-12 18:00:00,$19.4
ABS,2021-11-12 18:15:00,$22.2
ABS,2021-11-12 18:30:00,$20.8
ABS,2021-11-12 18:45:00,$21.0
ABS,2021-11-12 19:00:00,$21.4
ABS,2021-11-12 19:15:00,$18.0
PLA,2021-11-12 19:30:00,$0.6
PLA,2021-11-13 09:45:00,$13.8
PLA,2021-11-13 10:00:00,$9.6
PLA,2021-11-13 10:15:00,$16.0
PLA,2021-11-13 10:30:00,$15.8
ABS,2021-11-13 10:45:00,$29.0
ABS,2021-11-13 11:00:00,$21.6
ABS,2021-11-13 11:15:00,$29.0
ABS,2021-11-13 11:30:00,$27.0
ABS,2021-11-13 11:45:00,$35.6
ABS,2021-11-13 12:00:00,$19.0
ABS,2021-11-13 12:15:00,$17.2
ABS,2021-11-13 12:30:00,$32.8
ABS,2021-11-13 12:45:00,$29.6
ABS,2021-11-13 13:00:00,$17.4
PLA,2021-11-13 13:15:00,$16.4
ABS,2021-11-13 13:30:00,$26.6
ABS,2021-11-13 13:45:00,$24.0
PLA,2021-11-13 14:00:00,$15.6
ABS,2021-11-13 14:15:00,$22.8
PLA,2021-11-13 14:30:00,$15.2
PLA,2021-11-13 14:45:00,$13.8
ABS,2021-11-13 15:00:00,$21.4
ABS,2021-11-13 15:15:00,$19.2
PLA,2021-11-13 15:30:00,$5.0
PLA,2021-11-13 15:45:00,$9.2
ABS,2021-11-13 16:00:00,$37.0
ABS,2021-11-13 16:15:00,$36.0
ABS,2021-11-13 16:30:00,$22.0
ABS,2021-11-13 16:45:00,$20.2
ABS,2021-11-13 17:00:00,$18.8
ABS,2021-11-13 17:15:00,$19.2
ABS,2021-11-13 17:30:00,$23.8
ABS,2021-11-13 17:45:00,$23.2
ABS,2021-11-13 18:00:00,$26.8
ABS,2021-11-13 18:15:00,$28.8
PETG,2021-11-13 18:30:00,$17.0
ABS,2021-11-13 18:45:00,$26.6
ABS,2021-11-13 19:00:00,$17.8
ABS,2021-11-13 19:15:00,$23.4
PLA,2021-11-13 19:30:00,$12.2
PLA,2021-11-13 19:45:00,$9.0
PLA,2021-11-14 09:45:00,$2.6
PLA,2021-11-14 10:00:00,$15.0
PLA,2021-11-14 10:15:00,$12.4
PLA,2021-11-14 10:30:00,$16.4
ABS,2021-11-14 10:45:00,$18.2
ABS,2021-11-14 11:00:00,$20.6
ABS,2021-11-14 11:15:00,$30.0
ABS,2021-11-14 11:30:00,$31.2
ABS,2021-11-14 11:45:00,$22.4
ABS,2021-11-14 12:00:00,$24.2
ABS,2021-11-14 12:15:00,$36.0
ABS,2021-11-14 12:30:00,$20.6
ABS,2021-11-14 12:45:00,$37.0
ABS,2021-11-14 13:00:00,$30.2
ABS,2021-11-14 13:15:00,$21.6
ABS,2021-11-14 13:30:00,$18.6
ABS,2021-11-14 13:45:00,$19.8
ABS,2021-11-14 14:00:00,$37.0
ABS,2021-11-14 14:15:00,$19.2
ABS,2021-11-14 14:30:00,$27.0
ABS,2021-11-14 14:45:00,$30.4
ABS,2021-11-14 15:00:00,$27.4
ABS,2021-11-14 15:15:00,$30.2
ABS,2021-11-14 15:30:00,$31.2
ABS,2021-11-14 15:45:00,$43.8
ABS,2021-11-14 16:00:00,$22.4
ABS,2021-11-14 16:15:00,$21.2
ABS,2021-11-14 16:30:00,$43.2
ABS,2021-11-14 16:45:00,$42.6
ABS,2021-11-14 17:00:00,$32.2
ABS,2021-11-14 17:15:00,$23.4
ABS,2021-11-14 17:30:00,$27.8
ABS,2021-11-14 17:45:00,$24.6
ABS,2021-11-14 18:00:00,$36.8
PLA,2021-11-14 18:15:00,$15.0
ABS,2021-11-14 18:30:00,$29.2
ABS,2021-11-14 18:45:00,$31.0
ABS,2021-11-14 19:00:00,$23.6
PLA,2021-11-14 19:15:00,$13.2
ABS,2021-11-14 19:30:00,$24.0
PLA,2021-11-14 19:45:00,$1.6
PLA,2021-11-15 09:45:00,$3.2
ABS,2021-11-15 10:00:00,$19.2
ABS,2021-11-15 10:15:00,$22.0
ABS,2021-11-15 10:30:00,$26.2
ABS,2021-11-15 10:45:00,$36.4
ABS,2021-11-15 11:00:00,$17.8
ABS,2021-11-15 11:15:00,$28.8
ABS,2021-11-15 11:30:00,$34.6
ABS,2021-11-15 11:45:00,$33.8
ABS,2021-11-15 12:00:00,$29.0
ABS,2021-11-15 12:15:00,$31.2
ABS,2021-11-15 12:30:00,$33.8
ABS,2021-11-15 12:45:00,$35.8
ABS,2021-11-15 13:00:00,$33.8
ABS,2021-11-15 13:15:00,$26.8
ABS,2021-11-15 13:30:00,$36.2
ABS,2021-11-15 13:45:00,$25.8
ABS,2021-11-15 14:00:00,$25.2
ABS,2021-11-15 14:15:00,$35.6
ABS,2021-11-15 14:30:00,$20.8
ABS,2021-11-15 14:45:00,$28.6
ABS,2021-11-15 15:00:00,$33.2
ABS,2021-11-15 15:15:00,$28.0
ABS,2021-11-15 15:30:00,$41.2
ABS,2021-11-15 15:45:00,$32.4
PLA,2021-11-15 16:00:00,$16.4
ABS,2021-11-15 16:15:00,$30.2
ABS,2021-11-15 16:30:00,$24.0
ABS,2021-11-15 16:45:00,$27.4
ABS,2021-11-15 17:00:00,$30.2
ABS,2021-11-15 17:15:00,$32.2
ABS,2021-11-15 17:30:00,$34.4
ABS,2021-11-15 17:45:00,$45.4
ABS,2021-11-15 18:00:00,$37.2
ABS,2021-11-15 18:15:00,$31.6
ABS,2021-11-15 18:30:00,$37.4
ABS,2021-11-15 18:45:00,$26.8
PLA,2021-11-15 19:00:00,$16.0
ABS,2021-11-15 19:15:00,$22.2
PLA,2021-11-15 19:30:00,$16.4
PLA,2021-11-17 09:45:00,$2.6
PLA,2021-11-17 10:00:00,$15.2
ABS,2021-11-17 10:15:00,$18.2
PLA,2021-11-17 10:30:00,$14.4
ABS,2021-11-17 10:45:00,$34.6
ABS,2021-11-17 11:00:00,$19.2
ABS,2021-11-17 11:15:00,$17.6
ABS,2021-11-17 11:30:00,$21.0
ABS,2021-11-17 11:45:00,$26.6
ABS,2021-11-17 12:00:00,$24.0
ABS,2021-11-17 12:15:00,$27.4
ABS,2021-11-17 12:30:00,$18.2
ABS,2021-11-17 12:45:00,$32.4
ABS,2021-11-17 13:00:00,$28.4
ABS,2021-11-17 13:15:00,$28.0
ABS,2021-11-17 13:30:00,$30.4
PLA,2021-11-17 13:45:00,$12.2
ABS,2021-11-17 14:00:00,$22.6
PLA,2021-11-17 14:15:00,$11.2
ABS,2021-11-17 14:30:00,$20.8
ABS,2021-11-17 14:45:00,$23.0
ABS,2021-11-17 15:00:00,$18.8
ABS,2021-11-17 15:15:00,$21.6
ABS,2021-11-17 15:30:00,$18.2
ABS,2021-11-17 15:45:00,$23.0
ABS,2021-11-17 16:00:00,$24.8
ABS,2021-11-17 16:15:00,$30.2
ABS,2021-11-17 16:30:00,$36.0
ABS,2021-11-17 16:45:00,$27.0
ABS,2021-11-17 17:00:00,$25.0
ABS,2021-11-17 17:15:00,$34.4
ABS,2021-11-17 17:30:00,$36.6
ABS,2021-11-17 17:45:00,$35.4
ABS,2021-11-17 18:00:00,$35.6
ABS,2021-11-17 18:15:00,$23.0
PLA,2021-11-17 18:30:00,$15.0
PLA,2021-11-17 18:45:00,$13.6
ABS,2021-11-17 19:00:00,$18.0
ABS,2021-11-17 19:15:00,$26.6
PLA,2021-11-17 19:30:00,$9.4
PLA,2021-11-18 09:30:00,$11.8
ABS,2021-11-18 09:45:00,$20.0
ABS,2021-11-18 10:00:00,$17.2
ABS,2021-11-18 10:15:00,$20.4
ABS,2021-11-18 10:30:00,$18.6
PLA,2021-11-18 10:45:00,$7.2
ABS,2021-11-18 11:00:00,$18.8
ABS,2021-11-18 11:15:00,$17.4
PLA,2021-11-18 11:30:00,$16.6
ABS,2021-11-18 11:45:00,$31.0
PLA,2021-11-18 12:00:00,$13.8
PLA,2021-11-18 12:15:00,$16.0
ABS,2021-11-18 12:30:00,$20.6
ABS,2021-11-18 12:45:00,$24.4
ABS,2021-11-18 13:00:00,$24.8
PLA,2021-11-18 13:15:00,$13.0
PLA,2021-11-18 13:30:00,$15.8
PLA,2021-11-18 13:45:00,$16.0
PLA,2021-11-18 14:00:00,$15.6
PLA,2021-11-18 14:15:00,$16.2
ABS,2021-11-18 14:30:00,$17.2
PLA,2021-11-18 14:45:00,$9.2
ABS,2021-11-18 15:00:00,$21.8
ABS,2021-11-18 15:15:00,$22.8
PLA,2021-11-18 15:30:00,$10.2
PLA,2021-11-18 15:45:00,$15.8
ABS,2021-11-18 16:00:00,$25.6
ABS,2021-11-18 16:15:00,$17.2
ABS,2021-11-18 16:30:00,$29.4
ABS,2021-11-18 16:45:00,$23.2
ABS,2021-11-18 17:00:00,$27.6
PLA,2021-11-18 17:15:00,$16.6
ABS,2021-11-18 17:30:00,$26.8
ABS,2021-11-18 17:45:00,$27.6
ABS,2021-11-18 18:00:00,$28.8
ABS,2021-11-18 18:15:00,$28.4
ABS,2021-11-18 18:30:00,$26.2
ABS,2021-11-18 18:45:00,$20.4
PLA,2021-11-18 19:00:00,$13.0
PLA,2021-11-19 09:30:00,$4.4
ABS,2021-11-19 09:45:00,$18.6
PLA,2021-11-19 10:00:00,$16.6
ABS,2021-11-19 10:15:00,$23.2
ABS,2021-11-19 10:30:00,$22.6
ABS,2021-11-19 10:45:00,$22.4
ABS,2021-11-19 11:00:00,$24.0
ABS,2021-11-19 11:15:00,$18.4
ABS,2021-11-19 12:00:00,$17.2
ABS,2021-11-19 12:15:00,$17.8
PLA,2021-11-19 12:30:00,$14.6
ABS,2021-11-19 12:45:00,$32.4
ABS,2021-11-19 13:00:00,$34.4
ABS,2021-11-19 13:15:00,$24.4
PLA,2021-11-19 13:30:00,$14.2
PLA,2021-11-19 13:45:00,$15.8
ABS,2021-11-19 14:00:00,$29.0
PLA,2021-11-19 14:15:00,$16.4
PLA,2021-11-19 14:30:00,$13.2
PLA,2021-11-19 14:45:00,$13.2
ABS,2021-11-19 15:00:00,$29.0
ABS,2021-11-19 15:15:00,$25.6
ABS,2021-11-19 15:30:00,$23.0
ABS,2021-11-19 15:45:00,$22.4
ABS,2021-11-19 16:00:00,$40.8
ABS,2021-11-19 16:15:00,$37.8
ABS,2021-11-19 16:30:00,$24.0
ABS,2021-11-19 16:45:00,$24.6
ABS,2021-11-19 17:00:00,$29.8
ABS,2021-11-19 17:15:00,$33.6
ABS,2021-11-19 17:30:00,$26.8
ABS,2021-11-19 17:45:00,$34.6
ABS,2021-11-19 18:00:00,$20.4
ABS,2021-11-19 18:15:00,$27.8
ABS,2021-11-19 18:30:00,$37.0
ABS,2021-11-19 18:45:00,$28.0
ABS,2021-11-19 19:00:00,$21.0
PLA,2021-11-19 19:15:00,$10.6
PLA,2021-11-20 09:45:00,$7.4
PLA,2021-11-20 10:00:00,$6.8
ABS,2021-11-20 10:15:00,$22.0
PLA,2021-11-20 10:30:00,$14.4
PLA,2021-11-20 10:45:00,$10.4
PLA,2021-11-20 11:00:00,$6.2
ABS,2021-11-20 11:15:00,$27.8
PLA,2021-11-20 11:30:00,$11.6
PLA,2021-11-20 11:45:00,$16.4
PLA,2021-11-20 12:00:00,$8.0
PLA,2021-11-20 12:15:00,$15.2
ABS,2021-11-20 12:30:00,$18.4
ABS,2021-11-20 12:45:00,$17.2
ABS,2021-11-20 13:00:00,$26.2
ABS,2021-11-20 13:15:00,$31.2
ABS,2021-11-20 13:30:00,$26.4
ABS,2021-11-20 13:45:00,$25.6
ABS,2021-11-20 14:00:00,$33.8
ABS,2021-11-20 14:15:00,$21.4
ABS,2021-11-20 14:30:00,$27.6
PLA,2021-11-20 14:45:00,$14.8
ABS,2021-11-20 15:00:00,$22.8
ABS,2021-11-20 15:15:00,$18.4
ABS,2021-11-20 15:30:00,$32.0
ABS,2021-11-20 15:45:00,$26.8
ABS,2021-11-20 16:00:00,$23.2
PLA,2021-11-20 16:15:00,$16.4
ABS,2021-11-20 16:30:00,$19.4
ABS,2021-11-20 16:45:00,$24.0
ABS,2021-11-20 17:00:00,$23.6
ABS,2021-11-20 17:15:00,$22.8
ABS,2021-11-20 17:30:00,$26.2
PLA,2021-11-20 17:45:00,$15.6
ABS,2021-11-20 18:00:00,$24.6
ABS,2021-11-20 18:15:00,$27.6
ABS,2021-11-20 18:30:00,$19.6
ABS,2021-11-20 18:45:00,$22.4
ABS,2021-11-20 19:00:00,$25.4
PLA,2021-11-20 19:15:00,$6.8
PLA,2021-11-20 19:30:00,$1.2
PLA,2021-11-21 10:00:00,$4.8
PLA,2021-11-21 10:15:00,$16.6
ABS,2021-11-21 10:30:00,$21.8
ABS,2021-11-21 10:45:00,$23.6
ABS,2021-11-21 11:00:00,$23.2
ABS,2021-11-21 11:15:00,$27.4
ABS,2021-11-21 11:30:00,$20.8
ABS,2021-11-21 11:45:00,$23.8
ABS,2021-11-21 12:00:00,$27.6
ABS,2021-11-21 12:15:00,$22.2
ABS,2021-11-21 12:30:00,$21.2
ABS,2021-11-21 12:45:00,$17.8
ABS,2021-11-21 13:00:00,$23.0
PLA,2021-11-21 13:15:00,$13.6
PETG,2021-11-21 13:30:00,$17.0
ABS,2021-11-21 13:45:00,$25.6
ABS,2021-11-21 14:00:00,$24.2
ABS,2021-11-21 14:15:00,$19.6
ABS,2021-11-21 14:30:00,$28.6
ABS,2021-11-21 14:45:00,$27.4
ABS,2021-11-21 15:00:00,$26.0
ABS,2021-11-21 15:15:00,$22.4
ABS,2021-11-21 15:30:00,$28.8
ABS,2021-11-21 15:45:00,$23.4
ABS,2021-11-21 16:00:00,$28.6
ABS,2021-11-21 16:15:00,$22.4
ABS,2021-11-21 16:30:00,$27.8
ABS,2021-11-21 16:45:00,$37.0
ABS,2021-11-21 17:00:00,$33.6
ABS,2021-11-21 17:15:00,$30.4
ABS,2021-11-21 17:30:00,$27.8
ABS,2021-11-21 17:45:00,$23.8
ABS,2021-11-21 18:00:00,$28.6
ABS,2021-11-21 18:15:00,$27.2
ABS,2021-11-21 18:30:00,$18.8
ABS,2021-11-21 18:45:00,$30.2
ABS,2021-11-21 19:00:00,$39.6
PLA,2021-11-21 19:15:00,$16.4
PLA,2021-11-21 19:30:00,$1.4
PLA,2021-11-22 09:15:00,$13.0
PLA,2021-11-22 09:30:00,$14.6
ABS,2021-11-22 09:45:00,$33.6
PLA,2021-11-22 10:00:00,$11.0
ABS,2021-11-22 10:15:00,$28.8
ABS,2021-11-22 10:30:00,$29.2
ABS,2021-11-22 10:45:00,$29.6
ABS,2021-11-22 11:00:00,$34.0
ABS,2021-11-22 11:15:00,$34.2
ABS,2021-11-22 11:30:00,$29.0
ABS,2021-11-22 11:45:00,$28.4
ABS,2021-11-22 12:00:00,$26.0
ABS,2021-11-22 12:15:00,$25.8
ABS,2021-11-22 12:30:00,$32.0
ABS,2021-11-22 12:45:00,$31.0
ABS,2021-11-22 13:00:00,$27.8
ABS,2021-11-22 13:15:00,$35.4
ABS,2021-11-22 13:30:00,$21.8
ABS,2021-11-22 13:45:00,$35.6
ABS,2021-11-22 14:00:00,$37.8
ABS,2021-11-22 14:15:00,$35.2
ABS,2021-11-22 14:30:00,$29.8
ABS,2021-11-22 14:45:00,$48.6
ABS,2021-11-22 15:00:00,$24.4
ABS,2021-11-22 15:15:00,$25.6
ABS,2021-11-22 15:30:00,$33.4
ABS,2021-11-22 15:45:00,$37.2
ABS,2021-11-22 16:00:00,$37.0
ABS,2021-11-22 16:15:00,$22.2
ABS,2021-11-22 16:30:00,$24.8
ABS,2021-11-22 16:45:00,$32.6
ABS,2021-11-22 17:00:00,$30.0
ABS,2021-11-22 17:15:00,$33.6
ABS,2021-11-22 17:30:00,$39.8
ABS,2021-11-22 17:45:00,$37.4
ABS,2021-11-22 18:00:00,$33.2
ABS,2021-11-22 18:15:00,$35.6
ABS,2021-11-22 18:30:00,$38.0
ABS,2021-11-22 18:45:00,$39.6
ABS,2021-11-22 19:00:00,$30.6
ABS,2021-11-22 19:15:00,$39.8
PLA,2021-11-22 19:30:00,$16.6
PLA,2021-11-24 10:00:00,$6.8
ABS,2021-11-24 10:15:00,$24.8
PLA,2021-11-24 10:30:00,$15.0
ABS,2021-11-24 10:45:00,$19.0
PLA,2021-11-24 11:00:00,$15.4
PLA,2021-11-24 11:15:00,$12.0
ABS,2021-11-24 11:30:00,$29.8
ABS,2021-11-24 11:45:00,$25.0
ABS,2021-11-24 12:00:00,$18.0
ABS,2021-11-24 12:15:00,$28.4
ABS,2021-11-24 12:30:00,$21.6
ABS,2021-11-24 12:45:00,$32.2
ABS,2021-11-24 13:00:00,$27.6
ABS,2021-11-24 13:15:00,$22.6
ABS,2021-11-24 13:30:00,$19.2
ABS,2021-11-24 13:45:00,$19.4
PLA,2021-11-24 14:00:00,$16.6
ABS,2021-11-24 14:15:00,$20.6
ABS,2021-11-24 14:30:00,$19.8
PLA,2021-11-24 14:45:00,$14.6
ABS,2021-11-24 15:00:00,$20.0
PLA,2021-11-24 15:15:00,$14.6
ABS,2021-11-24 15:30:00,$20.4
ABS,2021-11-24 15:45:00,$25.2
ABS,2021-11-24 16:00:00,$24.2
ABS,2021-11-24 16:15:00,$26.6
ABS,2021-11-24 16:30:00,$28.2
ABS,2021-11-24 16:45:00,$25.6
ABS,2021-11-24 17:00:00,$29.2
ABS,2021-11-24 17:15:00,$33.4
ABS,2021-11-24 17:30:00,$21.2
ABS,2021-11-24 17:45:00,$20.0
ABS,2021-11-24 18:00:00,$34.2
PLA,2021-11-24 18:15:00,$13.2
ABS,2021-11-24 18:30:00,$19.6
ABS,2021-11-24 18:45:00,$21.8
ABS,2021-11-24 19:00:00,$18.8
ABS,2021-11-24 19:15:00,$26.8
PLA,2021-11-24 19:30:00,$12.0
PLA,2021-11-25 10:00:00,$12.8
PLA,2021-11-25 10:15:00,$14.8
ABS,2021-11-25 10:30:00,$21.8
ABS,2021-11-25 10:45:00,$30.8
ABS,2021-11-25 11:00:00,$21.8
PLA,2021-11-25 11:15:00,$14.6
ABS,2021-11-25 11:30:00,$30.4
PLA,2021-11-25 11:45:00,$13.6
ABS,2021-11-25 12:00:00,$23.0
ABS,2021-11-25 12:15:00,$23.2
ABS,2021-11-25 12:30:00,$24.8
PLA,2021-11-25 12:45:00,$13.8
ABS,2021-11-25 13:00:00,$30.8
ABS,2021-11-25 13:15:00,$18.4
ABS,2021-11-25 13:30:00,$26.0
ABS,2021-11-25 13:45:00,$23.0
PLA,2021-11-25 14:00:00,$11.4
ABS,2021-11-25 14:15:00,$17.6
ABS,2021-11-25 14:30:00,$21.2
ABS,2021-11-25 14:45:00,$22.8
ABS,2021-11-25 15:00:00,$27.0
PLA,2021-11-25 15:15:00,$16.0
PLA,2021-11-25 15:30:00,$15.4
ABS,2021-11-25 15:45:00,$23.4
ABS,2021-11-25 16:00:00,$20.4
ABS,2021-11-25 16:15:00,$31.8
ABS,2021-11-25 16:30:00,$20.8
ABS,2021-11-25 16:45:00,$27.0
ABS,2021-11-25 17:00:00,$18.2
ABS,2021-11-25 17:15:00,$33.6
ABS,2021-11-25 17:30:00,$23.2
ABS,2021-11-25 17:45:00,$22.8
ABS,2021-11-25 18:00:00,$30.4
ABS,2021-11-25 18:15:00,$29.4
ABS,2021-11-25 18:30:00,$24.2
ABS,2021-11-25 18:45:00,$23.0
PLA,2021-11-25 19:00:00,$11.6
ABS,2021-11-25 19:15:00,$18.0
PLA,2021-11-25 19:30:00,$2.4
PLA,2021-11-26 09:30:00,$2.6
PLA,2021-11-26 09:45:00,$13.8
PLA,2021-11-26 10:00:00,$13.4
PLA,2021-11-26 10:15:00,$16.6
ABS,2021-11-26 10:30:00,$18.0
ABS,2021-11-26 10:45:00,$22.8
ABS,2021-11-26 11:00:00,$18.8
ABS,2021-11-26 11:15:00,$27.4
ABS,2021-11-26 11:30:00,$17.6
ABS,2021-11-26 11:45:00,$27.6
ABS,2021-11-26 12:00:00,$19.0
ABS,2021-11-26 12:15:00,$24.0
ABS,2021-11-26 12:30:00,$27.8
PLA,2021-11-26 12:45:00,$12.4
PLA,2021-11-26 13:00:00,$13.0
PLA,2021-11-26 13:15:00,$13.0
ABS,2021-11-26 13:30:00,$23.0
ABS,2021-11-26 13:45:00,$25.6
ABS,2021-11-26 14:00:00,$17.2
ABS,2021-11-26 14:15:00,$18.8
ABS,2021-11-26 14:30:00,$17.2
ABS,2021-11-26 14:45:00,$26.0
ABS,2021-11-26 15:00:00,$20.2
ABS,2021-11-26 15:15:00,$30.0
ABS,2021-11-26 15:30:00,$22.2
ABS,2021-11-26 15:45:00,$22.4
ABS,2021-11-26 16:00:00,$18.8
ABS,2021-11-26 16:15:00,$37.4
ABS,2021-11-26 16:30:00,$25.6
ABS,2021-11-26 16:45:00,$26.2
ABS,2021-11-26 17:00:00,$35.6
ABS,2021-11-26 17:15:00,$34.6
ABS,2021-11-26 17:30:00,$39.0
ABS,2021-11-26 17:45:00,$37.0
ABS,2021-11-26 18:00:00,$36.4
ABS,2021-11-26 18:15:00,$30.8
PLA,2021-11-26 18:30:00,$15.4
ABS,2021-11-26 18:45:00,$28.6
ABS,2021-11-26 19:00:00,$33.8
ABS,2021-11-26 19:15:00,$23.0
PLA,2021-11-26 19:30:00,$13.2
PLA,2021-11-27 09:45:00,$5.8
ABS,2021-11-27 10:00:00,$27.6
ABS,2021-11-27 10:15:00,$18.4
PLA,2021-11-27 10:30:00,$15.6
ABS,2021-11-27 10:45:00,$25.0
ABS,2021-11-27 11:00:00,$22.0
ABS,2021-11-27 11:15:00,$29.4
ABS,2021-11-27 11:30:00,$20.4
ABS,2021-11-27 11:45:00,$19.0
ABS,2021-11-27 12:00:00,$22.6
ABS,2021-11-27 12:15:00,$18.0
ABS,2021-11-27 12:30:00,$30.0
PLA,2021-11-27 12:45:00,$14.0
ABS,2021-11-27 13:00:00,$17.4
PLA,2021-11-27 13:15:00,$16.0
ABS,2021-11-27 13:30:00,$24.2
ABS,2021-11-27 13:45:00,$26.4
ABS,2021-11-27 14:00:00,$17.2
PLA,2021-11-27 14:15:00,$14.4
ABS,2021-11-27 14:30:00,$19.8
ABS,2021-11-27 14:45:00,$33.2
PLA,2021-11-27 15:00:00,$14.6
PLA,2021-11-27 15:15:00,$16.0
ABS,2021-11-27 15:30:00,$17.4
PLA,2021-11-27 15:45:00,$10.2
